,_state,id,book_id,books_count,isbn,author,original_publication_year,original_title,title,lang_code,average_rating,image_url,small_image_url,image
80,<django.db.models.base.ModelState object at 0x0000021658157EB0>,87,1617,109,374500010,"Elie Wiesel, Marion Wiesel",1958,Un di Velt Hot Geshvign,Night (The Night Trilogy #1),eng,4.3,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg,https://images.gr-assets.com/books/1473495285m/1617.jpg
81,<django.db.models.base.ModelState object at 0x0000021658157F40>,89,21787,129,345418263,William Goldman,1973,The Princess Bride,The Princess Bride ,en-US,4.25,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg,https://images.gr-assets.com/books/1327903636m/21787.jpg
82,<django.db.models.base.ModelState object at 0x0000021658157FD0>,91,6186357,147,385737947,James Dashner,2009,The Maze Runner,"The Maze Runner (Maze Runner, #1)",eng,4.02,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg,https://images.gr-assets.com/books/1375596592m/6186357.jpg
83,<django.db.models.base.ModelState object at 0x000002165815A0A0>,92,1202,124,61234001,"Steven D. Levitt, Stephen J. Dubner",2005,Freakonomics: A Rogue Economist Explores the Hidde,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",en-US,3.93,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg,https://images.gr-assets.com/books/1327909092m/1202.jpg
84,<django.db.models.base.ModelState object at 0x000002165815A130>,93,2998,1350,517189607,Frances Hodgson Burnett,1911,The Secret Garden,The Secret Garden,eng,4.12,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,https://images.gr-assets.com/books/1327873635m/2998.jpg
85,<django.db.models.base.ModelState object at 0x000002165815A1C0>,94,320,555,60531045,"Gabriel García Márquez, Gregory Rabassa",1967,Cien años de soledad,One Hundred Years of Solitude,eng,4.04,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg,https://images.gr-assets.com/books/1327881361m/320.jpg
86,<django.db.models.base.ModelState object at 0x000002165815A250>,95,5297,2303,375751513,"Oscar Wilde, Jeffrey Eugenides",1891,The Picture of Dorian Gray,The Picture of Dorian Gray,eng,4.06,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg,https://images.gr-assets.com/books/1424596966m/5297.jpg
87,<django.db.models.base.ModelState object at 0x000002165815A2E0>,96,13536860,133,345803507,E.L. James,2012,Fifty Shades Freed,"Fifty Shades Freed (Fifty Shades, #3)",eng,3.88,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg,https://images.gr-assets.com/books/1336418837m/13536860.jpg
88,<django.db.models.base.ModelState object at 0x000002165815A370>,97,17245,2207,393970124,"Bram Stoker, Nina Auerbach, David J. Skal",1897,Dracula,Dracula,eng,3.98,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg,https://images.gr-assets.com/books/1387151694m/17245.jpg
89,<django.db.models.base.ModelState object at 0x000002165815A400>,98,5060378,209,307269981,"Stieg Larsson, Reg Keeland",2006,Flickan som lekte med elden,"The Girl Who Played with Fire (Millennium, #2)",eng,4.22,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg,https://images.gr-assets.com/books/1351778881m/5060378.jpg
90,<django.db.models.base.ModelState object at 0x000002165815A490>,99,11857408,147,1612130585,E.L. James,2011,Fifty Shades Darker,"Fifty Shades Darker (Fifty Shades, #2)",eng,3.87,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg,https://images.gr-assets.com/books/1358266080m/11857408.jpg
91,<django.db.models.base.ModelState object at 0x000002165815A520>,100,7244,39,60786507,Barbara Kingsolver,1998,The Poisonwood Bible,The Poisonwood Bible,eng,4.02,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg,https://images.gr-assets.com/books/1412242487m/7244.jpg
92,<django.db.models.base.ModelState object at 0x000002165815A5B0>,101,4137,59,349113912,David Sedaris,2000,Me Talk Pretty One Day,Me Talk Pretty One Day,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
93,<django.db.models.base.ModelState object at 0x000002165815A640>,102,19543,110,99408392,Maurice Sendak,1963,Where the Wild Things Are,Where the Wild Things Are,eng,4.22,https://images.gr-assets.com/books/1384434560m/19543.jpg,https://images.gr-assets.com/books/1384434560s/19543.jpg,https://images.gr-assets.com/books/1384434560m/19543.jpg
94,<django.db.models.base.ModelState object at 0x000002165815A6D0>,103,7126,1310,140449264,"Alexandre Dumas, Robin Buss",1844,Le Comte de Monte-Cristo,The Count of Monte Cristo,eng,4.21,https://images.gr-assets.com/books/1309203605m/7126.jpg,https://images.gr-assets.com/books/1309203605s/7126.jpg,https://images.gr-assets.com/books/1309203605m/7126.jpg
95,<django.db.models.base.ModelState object at 0x000002165815A760>,104,6288,181,307265439,Cormac McCarthy,2006,The Road,The Road,eng,3.95,https://images.gr-assets.com/books/1439197219m/6288.jpg,https://images.gr-assets.com/books/1439197219s/6288.jpg,https://images.gr-assets.com/books/1439197219m/6288.jpg
96,<django.db.models.base.ModelState object at 0x000002165815A7F0>,105,18710190,153,7524277,Veronica Roth,2013,Allegiant,"Allegiant (Divergent, #3)",eng,3.63,https://images.gr-assets.com/books/1395582745m/18710190.jpg,https://images.gr-assets.com/books/1395582745s/18710190.jpg,https://images.gr-assets.com/books/1395582745m/18710190.jpg
97,<django.db.models.base.ModelState object at 0x000002165815A880>,107,3473,131,446693804,Nicholas Sparks,1999,A Walk to Remember,A Walk to Remember,en-US,4.15,https://images.gr-assets.com/books/1385738968m/3473.jpg,https://images.gr-assets.com/books/1385738968s/3473.jpg,https://images.gr-assets.com/books/1385738968m/3473.jpg
98,<django.db.models.base.ModelState object at 0x000002165815A910>,108,9416,144,440241413,Sophie Kinsella,2000,Confessions of a Shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",eng,3.61,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,https://images.gr-assets.com/books/1327872404m/9416.jpg
99,<django.db.models.base.ModelState object at 0x000002165815A9A0>,109,24280,1319,451525264,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862,Les Misérables,Les Misérables,eng,4.14,https://images.gr-assets.com/books/1411852091m/24280.jpg,https://images.gr-assets.com/books/1411852091s/24280.jpg,https://images.gr-assets.com/books/1411852091m/24280.jpg
100,<django.db.models.base.ModelState object at 0x000002165815AA30>,110,10572,202,553381695,George R.R. Martin,1998,A Clash of Kings,"A Clash of Kings  (A Song of Ice and Fire, #2)",eng,4.4,https://images.gr-assets.com/books/1358254974m/10572.jpg,https://images.gr-assets.com/books/1358254974s/10572.jpg,https://images.gr-assets.com/books/1358254974m/10572.jpg
101,<django.db.models.base.ModelState object at 0x000002165815AAC0>,111,10441,98,143037145,Kim Edwards,2005,The Memory Keeper's Daughter,The Memory Keeper's Daughter,eng,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
102,<django.db.models.base.ModelState object at 0x000002165815AB50>,112,15507958,168,670026603,Jojo Moyes,2012,Me Before You,"Me Before You (Me Before You, #1)",eng,4.27,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,https://images.gr-assets.com/books/1357108762m/15507958.jpg
103,<django.db.models.base.ModelState object at 0x000002165815ABE0>,113,168668,251,684833395,Joseph Heller,1961,Catch-22,Catch-22,en-US,3.98,https://images.gr-assets.com/books/1463157317m/168668.jpg,https://images.gr-assets.com/books/1463157317s/168668.jpg,https://images.gr-assets.com/books/1463157317m/168668.jpg
104,<django.db.models.base.ModelState object at 0x000002165815AC70>,114,6900,172,751529818,"Mitch Albom, Saulius Dagys",1997,Tuesdays with Morrie,Tuesdays with Morrie,eng,4.06,https://images.gr-assets.com/books/1423763749m/6900.jpg,https://images.gr-assets.com/books/1423763749s/6900.jpg,https://images.gr-assets.com/books/1423763749m/6900.jpg
105,<django.db.models.base.ModelState object at 0x000002165815AD00>,115,2187,125,312422156,Jeffrey Eugenides,2002,Middlesex,Middlesex,en-US,3.98,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg,https://images.gr-assets.com/books/1437029776m/2187.jpg
106,<django.db.models.base.ModelState object at 0x000002165815AD90>,116,24583,2448,143039563,"Mark Twain, Guy Cardwell, John Seelye",1876,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,eng,3.89,https://images.gr-assets.com/books/1404811979m/24583.jpg,https://images.gr-assets.com/books/1404811979s/24583.jpg,https://images.gr-assets.com/books/1404811979m/24583.jpg
107,<django.db.models.base.ModelState object at 0x000002165815AE20>,117,18131,165,440498058,Madeleine L'Engle,1962,A Wrinkle in Time,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",en-US,4.04,https://images.gr-assets.com/books/1329061522m/18131.jpg,https://images.gr-assets.com/books/1329061522s/18131.jpg,https://images.gr-assets.com/books/1329061522m/18131.jpg
108,<django.db.models.base.ModelState object at 0x000002165815AEB0>,118,7763,126,143038095,Amy Tan,1989,The Joy Luck Club,The Joy Luck Club,eng,3.9,https://images.gr-assets.com/books/1304978653m/7763.jpg,https://images.gr-assets.com/books/1304978653s/7763.jpg,https://images.gr-assets.com/books/1304978653m/7763.jpg
109,<django.db.models.base.ModelState object at 0x000002165815AF40>,120,452306,93,385729332,Ann Brashares,2001,The Sisterhood of the Traveling Pants,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",eng,3.75,https://images.gr-assets.com/books/1461611233m/452306.jpg,https://images.gr-assets.com/books/1461611233s/452306.jpg,https://images.gr-assets.com/books/1461611233m/452306.jpg
110,<django.db.models.base.ModelState object at 0x000002165815AFD0>,122,37442,80,60987103,"Gregory Maguire, Douglas Smith",1995,Wicked: The Life and Times of the Wicked Witch of ,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,3.52,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg,https://images.gr-assets.com/books/1437733293m/37442.jpg
111,<django.db.models.base.ModelState object at 0x000002165815C0A0>,123,5358,11,582418275,John Grisham,1991,The Firm,"The Firm (Penguin Readers, Level 5)",eng,3.99,https://images.gr-assets.com/books/1418465200m/5358.jpg,https://images.gr-assets.com/books/1418465200s/5358.jpg,https://images.gr-assets.com/books/1418465200m/5358.jpg
112,<django.db.models.base.ModelState object at 0x000002165815C130>,124,7937843,151,316098337,Emma Donoghue,2010,Room,Room,eng,4.03,https://images.gr-assets.com/books/1344265419m/7937843.jpg,https://images.gr-assets.com/books/1344265419s/7937843.jpg,https://images.gr-assets.com/books/1344265419m/7937843.jpg
113,<django.db.models.base.ModelState object at 0x000002165815C1C0>,125,1420,1929,521618746,"William Shakespeare, Richard Andrews, Rex Gibson",1600,"The Tragicall Historie of Hamlet, Prince of Denmar",Hamlet,eng,4.0,https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg,https://images.gr-assets.com/books/1351051208m/1420.jpg
114,<django.db.models.base.ModelState object at 0x000002165815C250>,126,234225,241,340839937,Frank Herbert,1965,Dune,Dune (Dune Chronicles #1),eng,4.19,https://images.gr-assets.com/books/1434908555m/234225.jpg,https://images.gr-assets.com/books/1434908555s/234225.jpg,https://images.gr-assets.com/books/1434908555m/234225.jpg
115,<django.db.models.base.ModelState object at 0x000002165815C2E0>,127,2612,100,316346624,Malcolm Gladwell,2000,The Tipping Point: How Little Things Can Make a Bi,The Tipping Point: How Little Things Can Make a Big Difference,eng,3.92,https://images.gr-assets.com/books/1473396980m/2612.jpg,https://images.gr-assets.com/books/1473396980s/2612.jpg,https://images.gr-assets.com/books/1473396980m/2612.jpg
116,<django.db.models.base.ModelState object at 0x000002165815C370>,128,11084145,190,1451648537,Walter Isaacson,2011,Steve Jobs,Steve Jobs,eng,4.09,https://images.gr-assets.com/books/1327861368m/11084145.jpg,https://images.gr-assets.com/books/1327861368s/11084145.jpg,https://images.gr-assets.com/books/1327861368m/11084145.jpg
117,<django.db.models.base.ModelState object at 0x000002165815C400>,129,332613,275,451163966,Ken Kesey,1962,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,eng,4.18,https://images.gr-assets.com/books/1485308778m/332613.jpg,https://images.gr-assets.com/books/1485308778s/332613.jpg,https://images.gr-assets.com/books/1485308778m/332613.jpg
118,<django.db.models.base.ModelState object at 0x000002165815C490>,130,2165,666,684830493,Ernest Hemingway,1952,The Old Man and the Sea,The Old Man and the Sea,eng,3.73,https://images.gr-assets.com/books/1329189714m/2165.jpg,https://images.gr-assets.com/books/1329189714s/2165.jpg,https://images.gr-assets.com/books/1329189714m/2165.jpg
119,<django.db.models.base.ModelState object at 0x000002165815C520>,131,4395,381,142000663,John Steinbeck,1939,The Grapes of Wrath,The Grapes of Wrath,eng,3.92,https://images.gr-assets.com/books/1352912927m/4395.jpg,https://images.gr-assets.com/books/1352912927s/4395.jpg,https://images.gr-assets.com/books/1352912927m/4395.jpg
120,<django.db.models.base.ModelState object at 0x000002165815C5B0>,133,8127,1314,451528824,L.M. Montgomery,1908,Anne of Green Gables,"Anne of Green Gables (Anne of Green Gables, #1)",eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
121,<django.db.models.base.ModelState object at 0x000002165815C640>,134,3777732,122,1416914307,Cassandra Clare,2009,City of Glass,"City of Glass (The Mortal Instruments, #3)",en-US,4.34,https://images.gr-assets.com/books/1369452339m/3777732.jpg,https://images.gr-assets.com/books/1369452339s/3777732.jpg,https://images.gr-assets.com/books/1369452339m/3777732.jpg
122,<django.db.models.base.ModelState object at 0x000002165815C6D0>,137,10964,189,440242940,Diana Gabaldon,1991,Outlander,"Outlander (Outlander, #1)",eng,4.2,https://images.gr-assets.com/books/1402600310m/10964.jpg,https://images.gr-assets.com/books/1402600310s/10964.jpg,https://images.gr-assets.com/books/1402600310m/10964.jpg
123,<django.db.models.base.ModelState object at 0x000002165815C760>,138,12296,1579,142437263,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850,The Scarlet Letter,The Scarlet Letter,eng,3.37,https://images.gr-assets.com/books/1404810944m/12296.jpg,https://images.gr-assets.com/books/1404810944s/12296.jpg,https://images.gr-assets.com/books/1404810944m/12296.jpg
124,<django.db.models.base.ModelState object at 0x000002165815C7F0>,139,9460487,155,1594744769,Ransom Riggs,2011,Miss Peregrine’s Home for Peculiar Children,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",en-US,3.89,https://images.gr-assets.com/books/1472782916m/9460487.jpg,https://images.gr-assets.com/books/1472782916s/9460487.jpg,https://images.gr-assets.com/books/1472782916m/9460487.jpg
125,<django.db.models.base.ModelState object at 0x000002165815C880>,141,18007564,148,804139024,Andy Weir,2012,The Martian,The Martian,eng,4.39,https://images.gr-assets.com/books/1413706054m/18007564.jpg,https://images.gr-assets.com/books/1413706054s/18007564.jpg,https://images.gr-assets.com/books/1413706054m/18007564.jpg
126,<django.db.models.base.ModelState object at 0x000002165815C910>,142,5043,255,451207149,Ken Follett,1989,The Pillars of the Earth,"The Pillars of the Earth (The Kingsbridge Series, #1)",eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
127,<django.db.models.base.ModelState object at 0x000002165815C9A0>,144,8664353,16,1400064163,Laura Hillenbrand,2010,"Unbroken: A World War II Story of Survival, Resili","Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,4.4,https://images.gr-assets.com/books/1327861115m/8664353.jpg,https://images.gr-assets.com/books/1327861115s/8664353.jpg,https://images.gr-assets.com/books/1327861115m/8664353.jpg
